-2; -2; 0.630604; 0.0759249
-2; -1.9; 0.572203; 0.0811512
-2; -1.8; 0.503683; 0.0872719
-2; -1.7; 0.425098; 0.0917956
-2; -1.6; 0.336654; 0.0930064
-2; -1.5; 0.238745; 0.0901341
-2; -1.4; 0.131996; 0.083336
-2; -1.3; 0.0173113; 0.0735097
-2; -1.2; -0.104068; 0.0619971
-2; -1.1; -0.230522; 0.0502516
-2; -1; -0.360026; 0.0395455
-2; -0.9; -0.490157; 0.0307696
-2; -0.8; -0.618137; 0.0243547
-2; -0.7; -0.740927; 0.020305
-2; -0.6; -0.85537; 0.0183149
-2; -0.5; -0.958372; 0.0179204
-2; -0.4; -1.04712; 0.0186397
-2; -0.3; -1.11932; 0.0200688
-2; -0.2; -1.17339; 0.0219179
-2; -0.1; -1.20865; 0.0239989
-2; 6.38378e-16; -1.22547; 0.0261896
-2; 0.1; -1.22526; 0.0284056
-2; 0.2; -1.21044; 0.0306062
-2; 0.3; -1.18426; 0.0328385
-2; 0.4; -1.15054; 0.0353049
-2; 0.5; -1.11334; 0.0384219
-2; 0.6; -1.07657; 0.0428316
-2; 0.7; -1.04359; 0.0493409
-2; 0.8; -1.01685; 0.0587873
-2; 0.9; -0.997583; 0.0718565
-2; 1; -0.985655; 0.0888993
-2; 1.1; -0.97947; 0.109802
-2; 1.2; -0.976085; 0.133951
-2; 1.3; -0.971443; 0.160297
-2; 1.4; -0.960727; 0.187515
-2; 1.5; -0.938818; 0.214201
-2; 1.6; -0.900788; 0.239066
-2; 1.7; -0.842402; 0.261083
-2; 1.8; -0.760562; 0.279562
-2; 1.9; -0.65366; 0.294176
-1.9; -2; 0.620286; 0.0689526
-1.9; -1.9; 0.561386; 0.0743114
-1.9; -1.8; 0.492702; 0.0806309
-1.9; -1.7; 0.414363; 0.0854158
-1.9; -1.6; 0.326649; 0.0869504
-1.9; -1.5; 0.230014; 0.0844657
-1.9; -1.4; 0.125124; 0.0781171
-1.9; -1.3; 0.0129045; 0.0687941
-1.9; -1.2; -0.105412; 0.0578202
-1.9; -1.1; -0.228242; 0.0466209
-1.9; -1; -0.353627; 0.0364326
-1.9; -0.9; -0.479238; 0.0281075
-1.9; -0.8; -0.602422; 0.0220413
-1.9; -0.7; -0.720284; 0.0182132
-1.9; -0.6; -0.829829; 0.0163076
-1.9; -0.5; -0.928134; 0.0158678
-1.9; -0.4; -1.01256; 0.0164349
-1.9; -0.3; -1.08097; 0.017639
-1.9; -0.2; -1.13194; 0.0192286
-1.9; -0.1; -1.16492; 0.0210503
-1.9; 6.38378e-16; -1.18038; 0.0230067
-1.9; 0.1; -1.1798; 0.0250238
-1.9; 0.2; -1.16561; 0.0270564
-1.9; 0.3; -1.14108; 0.0291347
-1.9; 0.4; -1.10997; 0.0314365
-1.9; 0.5; -1.07626; 0.0343519
-1.9; 0.6; -1.04375; 0.0384996
-1.9; 0.7; -1.01565; 0.0446703
-1.9; 0.8; -0.994266; 0.0536932
-1.9; 0.9; -0.980645; 0.066253
-1.9; 1; -0.974455; 0.082706
-1.9; 1.1; -0.973914; 0.102949
-1.9; 1.2; -0.975893; 0.12638
-1.9; 1.3; -0.976161; 0.151968
-1.9; 1.4; -0.969751; 0.178407
-1.9; 1.5; -0.951416; 0.204317
-1.9; 1.6; -0.916136; 0.228433
-1.9; 1.7; -0.859617; 0.24975
-1.9; 1.8; -0.778742; 0.2676
-1.9; 1.9; -0.671919; 0.281668
-1.8; -2; 0.609747; 0.0624792
-1.8; -1.9; 0.550383; 0.0679396
-1.8; -1.8; 0.48158; 0.0744227
-1.8; -1.7; 0.403549; 0.0794322
-1.8; -1.6; 0.316644; 0.0812545
-1.8; -1.5; 0.221379; 0.0791239
-1.8; -1.4; 0.118463; 0.073195
-1.8; -1.3; 0.00883933; 0.0643494
-1.8; -1.2; -0.106266; 0.0538927
-1.8; -1.1; -0.225308; 0.0432225
-1.8; -1; -0.346397; 0.0335389
-1.8; -0.9; -0.467305; 0.0256556
-1.8; -0.8; -0.585504; 0.0199331
-1.8; -0.7; -0.69825; 0.0163257
-1.8; -0.6; -0.802715; 0.0145075
-1.8; -0.5; -0.896155; 0.0140286
-1.8; -0.4; -0.976106; 0.0144525
-1.8; -0.3; -1.0406; 0.0154424
-1.8; -0.2; -1.08837; 0.0167842
-1.8; -0.1; -1.11901; 0.0183585
-1.8; 6.38378e-16; -1.13307; 0.0200916
-1.8; 0.1; -1.1321; 0.0219199
-1.8; 0.2; -1.11858; 0.0237934
-1.8; 0.3; -1.09575; 0.0257255
-1.8; 0.4; -1.06733; 0.0278697
-1.8; 0.5; -1.03723; 0.0305896
-1.8; 0.6; -1.0091; 0.0344804
-1.8; 0.7; -0.986044; 0.0403157
-1.8; 0.8; -0.970161; 0.0489153
-1.8; 0.9; -0.962333; 0.0609617
-1.8; 1; -0.962033; 0.0768156
-1.8; 1.1; -0.96728; 0.0963824
-1.8; 1.2; -0.97476; 0.119074
-1.8; 1.3; -0.980066; 0.143877
-1.8; 1.4; -0.978077; 0.169506
-1.8; 1.5; -0.963422; 0.194606
-1.8; 1.6; -0.930987; 0.217939
-1.8; 1.7; -0.876421; 0.238525
-1.8; 1.8; -0.796588; 0.255717
-1.8; 1.9; -0.689918; 0.269217
-1.7; -2; 0.599; 0.0565175
-1.7; -1.9; 0.539206; 0.0620474
-1.7; -1.8; 0.470332; 0.0686573
-1.7; -1.7; 0.392672; 0.0738527
-1.7; -1.6; 0.306655; 0.0759246
-1.7; -1.5; 0.212855; 0.074112
-1.7; -1.4; 0.112025; 0.0685703
-1.7; -1.3; 0.00512833; 0.0601735
-1.7; -1.2; -0.106619; 0.05021
-1.7; -1.1; -0.221712; 0.040049
-1.7; -1; -0.338333; 0.0308548
-1.7; -0.9; -0.454357; 0.0234026
-1.7; -0.8; -0.567386; 0.0180176
-1.7; -0.7; -0.674833; 0.014629
-1.7; -0.6; -0.774042; 0.0129008
-1.7; -0.5; -0.86245; 0.0123891
-1.7; -0.4; -0.937779; 0.0126792
-1.7; -0.3; -0.998237; 0.0134665
-1.7; -0.2; -1.04271; 0.0145731
-1.7; -0.1; -1.07093; 0.0159123
-1.7; 6.38378e-16; -1.08355; 0.0174338
-1.7; 0.1; -1.0822; 0.0190835
-1.7; 0.2; -1.06937; 0.0208071
-1.7; 0.3; -1.04831; 0.0226011
-1.7; 0.4; -1.02267; 0.0245951
-1.7; 0.5; -0.996271; 0.0271263
-1.7; 0.6; -0.972666; 0.0307662
-1.7; 0.7; -0.954775; 0.0362707
-1.7; 0.8; -0.944542; 0.0444488
-1.7; 0.9; -0.942656; 0.0559801
